timestamp,solar_power_kw,load_demand_kw,battery_soc_percent,battery_power_kw,grid_power_kw,electricity_price_per_kwh,operational_cost_usd,battery_soh,grid_voltage_pu,grid_frequency_hz,temperature,irradiance,battery_temp_c,pv_temp_c,inverter_temp_c,data_quality,solar_target_15min,solar_target_1hr,solar_target_4hr,solar_target_24hr,load_target_15min,load_target_1hr,load_target_4hr,load_target_24hr,net_load,netload_target_15min,netload_target_1hr,netload_target_4hr,netload_target_24hr,fault_active,fault_type,soc_at_limit,quality_mismatch
2022-06-01 12:45:00,452.49175266933884,380.244,1.12353125,-21.01813158,-51.229621089338806,0.15,3.602,99.96149177,0.995444605,50.14419424,26.20173865,1428.9,26.15,40.25,41.13,1,473.522,488.884,489.574,467.375,386.249,294.06,348.007,281.52,-72.24775266933881,-87.273,-194.824,-141.567,-185.855,0,normal,0,0
2022-06-01 13:00:00,432.06813542340984,386.249,3.619434375,-32.57494737,-13.244188053409822,0.15,3.273,99.9323078,0.991107592,50.02189639,26.32592415,1420.6,26.63,40.69,40.71,1,485.831,471.972,0.0,484.974,322.298,424.758,289.979,379.81,-45.81913542340982,-163.533,-47.214,507.463,-105.164,0,normal,0,0
2022-06-01 13:15:00,152.31078389279293,322.298,7.487709375,-44.13176316,214.11897926720707,0.15,6.132,100.0,1.009553006,49.91581784,25.6759962,1457.5,25.49,40.38,39.97,1,489.836,477.034,473.826,482.825,356.119,384.727,277.895,313.51,169.98721610720708,-133.717,-92.307,-362.472,-169.315,0,normal,0,0
2022-06-01 13:30:00,297.3974913168517,356.119,12.72835625,-55.68857895,114.41008763314832,0.15,5.014,100.0,1.008760468,49.8,25.76099072,1469.5,25.98,40.14,40.38,1,488.884,483.152,483.44,482.381,294.06,313.403,261.908,353.481,58.72150868314833,-194.824,-169.749,-311.097,-128.9,0,normal,0,0
2022-06-01 13:45:00,228.95814064061548,294.06,19.341375,-67.24539474,132.34725409938451,0.15,7.306,100.0,1.014726707,50.06841632,26.70127256,1466.7,26.84,41.05,41.51,1,471.972,489.306,494.679,483.297,424.758,369.395,266.566,333.651,65.10185935938452,-47.214,-119.911,-228.113,-149.646,0,normal,0,0
2022-06-01 14:00:00,81.84403956678743,424.758,27.32676562,-78.80221053,421.71617096321256,0.15,1.771,99.91607825,0.993960194,49.9185244,27.54177658,1415.9,26.9,41.41,41.59,1,477.034,475.411,0.0,473.492,384.727,366.3,247.199,374.878,342.91396043321254,-92.307,-109.111,432.598,-98.614,0,normal,0,0
2022-06-01 14:15:00,226.1101944887447,384.727,36.68452812,-90.35902632,248.97583183125528,0.15,3.462,99.96907876,0.997704513,50.01761505,23.79608119,1431.1,24.11,38.42,38.42,1,483.152,478.215,0.782,482.206,313.403,290.044,207.869,297.609,158.61680551125528,-169.749,-188.171,362.402,-184.597,0,normal,0,0
2022-06-01 14:30:00,346.78659587898744,313.403,47.4146625,-100.0,66.61640412101258,0.15,6.366,100.0,0.983605158,49.87501797,25.09233994,1449.5,25.24,39.25,39.41,1,489.306,469.42,0.0,482.787,369.395,295.086,165.947,371.429,-33.38359587898742,-119.911,-174.334,290.407,-111.358,0,normal,0,0
2022-06-01 14:45:00,465.0374550494037,369.395,59.2896625,-100.0,4.357544950596264,0.15,4.497,100.0,0.996075289,49.97347625,24.01569194,1467.9,24.38,39.33,39.08,1,475.411,468.562,0.411,473.165,366.3,294.565,158.713,338.054,-95.64245504940374,-109.111,-173.997,277.028,-135.111,0,normal,0,0
2022-06-01 15:00:00,433.50983545156356,366.3,71.1646625,-100.0,32.79016454843645,0.15,4.092,99.95208258,1.009965705,50.00337191,25.83466559,1426.2,25.51,40.17,40.22,1,478.215,487.749,0.044,0.0,290.044,321.517,171.71,334.687,-67.20983545156355,-188.171,-166.232,300.416,584.687,0,normal,0,0
2022-06-01 15:15:00,456.92905703319565,290.044,83.0396625,-100.0,-66.88505703319566,0.15,7.056,99.9814341,0.995335046,50.02685936,23.65490272,1434.6,23.67,38.35,38.14,1,469.42,492.943,0.0,484.514,295.086,301.595,158.138,327.165,-166.88505703319566,-174.334,-191.348,276.742,-291.096,0,normal,0,0
2022-06-01 15:30:00,448.34742609878145,295.086,94.9146625,-100.0,-53.26142609878144,0.15,6.538,99.8893665,1.006404798,49.88851778,22.79943989,1408.3,22.97,37.8,37.28,1,468.562,479.3,0.046,468.609,294.565,299.992,143.75,336.715,-153.26142609878144,-173.997,-179.308,251.482,-244.004,0,normal,0,0
2022-06-01 15:45:00,465.1187924262818,294.565,100.0,-100.0,-70.5537924262818,0.15,6.525,99.88037934,0.998094969,50.11969109,24.88082769,1405.7,24.23,39.58,39.73,1,487.749,489.574,0.0,486.259,321.517,348.007,106.211,304.866,-170.5537924262818,-166.232,-141.567,185.869,-181.393,0,normal,1,0
2022-06-01 16:00:00,446.90071112846823,321.517,100.0,-100.0,-25.383711128468235,0.15,6.234,100.0,1.00324057,49.94031052,24.74431111,1463.2,24.68,39.88,40.19,1,492.943,0.0,0.0,470.678,301.595,289.979,88.412,277.043,-125.38371112846824,-191.348,507.463,154.721,-193.635,0,normal,1,0
2022-06-01 16:15:00,468.00602676024647,301.595,100.0,-100.0,-66.41102676024644,0.15,7.176,100.0,0.988523086,49.83255305,23.66359787,1478.8,23.88,38.04,39.06,1,479.3,473.826,0.179,487.506,299.992,277.895,84.511,309.063,-166.41102676024644,-179.308,-362.472,147.581,-178.443,0,normal,1,0
2022-06-01 16:30:00,479.1573978361594,299.992,100.0,-100.0,-79.1653978361594,0.15,6.724,99.99279899,1.000852094,49.98909766,23.20479788,1437.9,22.93,37.44,37.71,1,489.574,483.44,0.739,491.055,348.007,261.908,76.846,314.424,-179.1653978361594,-141.567,-311.097,133.187,-176.631,0,normal,1,0
2022-06-01 16:45:00,363.0513199608242,348.007,100.0,-100.0,84.95568003917583,0.15,5.309,100.0,0.97008864,50.00343753,23.40914092,1468.7,23.41,38.33,38.2,0,0.0,494.679,0.0,472.149,289.979,266.566,73.792,312.57,-15.044319960824168,507.463,-228.113,129.136,-159.579,1,sensor_failure,1,0
2022-06-01 17:00:00,0.0,289.979,100.0,-100.0,389.979,0.08,-1.45,100.0,0.998131038,50.01605894,22.96775493,0.0,26.25,22.56,32.85,1,473.826,0.0,0.0,489.19,277.895,247.199,81.689,255.0,289.979,-362.472,432.598,142.956,-234.19,1,inverter_trip,1,0
2022-06-01 17:15:00,448.21128728292933,277.895,100.0,100.0,-270.31628728292935,0.08,0.588,99.93548802,0.983695268,50.13621324,20.678715,1421.5,25.54,35.8,35.09,1,483.44,0.782,0.0,483.931,261.908,207.869,81.893,247.146,-170.31628728292935,-311.097,362.402,81.893,-236.785,0,normal,1,0
2022-06-01 17:30:00,465.9596484162335,261.908,86.84210526,89.565,-293.6166484162335,0.08,2.639,100.0,1.012059945,49.97635512,21.44106717,1450.3,26.6,35.77,35.49,1,494.679,0.0,0.458,487.84,266.566,165.947,78.084,259.593,-204.0516484162335,-228.113,290.407,77.626,-228.247,0,normal,0,0
2022-06-01 17:45:00,301.6944698031795,266.566,86.84210526,-47.917,12.78853019682046,0.08,4.562,100.0,1.007774074,49.98803804,21.10022412,1484.0,20.97,35.66,37.16,1,0.0,0.411,0.164,485.925,247.199,158.713,77.891,255.443,-35.12846980317954,432.598,277.028,77.727,-230.482,0,normal,0,0
2022-06-01 18:00:00,0.0,247.199,80.74738059,-100.0,347.199,0.08,-1.236,99.9964174,1.00466671,49.88968156,18.83213469,0.0,21.6,18.67,29.16,1,0.782,0.044,0.0,0.0,207.869,171.71,76.3,212.02,247.199,362.402,300.416,76.3,371.035,0,normal,0,0
2022-06-01 18:15:00,0.23064151106078618,207.869,92.62238059,-100.0,307.6383584889392,0.08,-1.035,100.0,1.015210062,50.08205535,19.67162474,1.29e-13,22.67,19.81,29.14,1,0.0,0.0,0.257,0.0,165.947,158.138,98.986,232.24,207.63835848893922,290.407,276.742,98.729,406.42,0,normal,0,0
2022-06-01 18:30:00,0.0,165.947,100.0,-100.0,265.947,0.08,-0.83,99.73802549,0.990510835,50.01843091,21.1077211,0.0,24.34,21.5,30.42,1,0.411,0.046,0.049,0.0,158.713,143.75,104.393,191.311,165.947,277.028,251.482,104.344,334.794,0,normal,1,0
2022-06-01 18:45:00,0.2433676513251668,158.713,100.0,-100.0,258.46963234867485,0.08,-0.792,100.0,1.017473632,49.95799723,20.56660215,1.36e-13,23.02,20.8,31.53,1,0.044,0.0,0.484,0.0,171.71,106.211,100.361,186.716,158.46963234867482,300.416,185.869,99.877,326.753,0,normal,1,0
2022-06-01 19:00:00,0.0,171.71,100.0,-100.0,271.71000000000004,0.08,-0.858,100.0,1.009321916,49.80953253,19.09139623,0.0,22.29,19.01,29.35,1,0.0,0.0,0.0,0.0,158.138,88.412,105.402,150.432,171.71,276.742,154.721,105.402,263.256,0,normal,1,0
2022-06-01 19:15:00,0.0,158.138,100.0,-100.0,258.13800000000003,0.08,-0.791,99.97009926,0.997634447,50.14444122,18.59356134,0.0,21.43,18.4,27.98,1,0.046,0.179,0.0,0.171,143.75,84.511,93.391,126.438,158.138,251.482,147.581,93.391,220.967,0,normal,1,0
2022-06-01 19:30:00,0.0,143.75,100.0,-100.0,243.75,0.08,-0.719,100.0,1.011356201,49.877232,18.97040951,0.0,22.38,19.34,28.59,1,0.0,0.739,0.0,0.138,106.211,76.846,84.156,122.287,143.75,185.869,133.187,84.156,213.761,0,normal,1,0
2022-06-01 19:45:00,0.0,106.211,100.0,-79.658,185.869,0.08,-0.531,99.80124311,0.988937065,49.9408722,17.64649539,0.0,20.59,18.58,28.0,0,0.0,0.0,0.0,0.414,88.412,73.792,107.406,112.45,106.211,154.721,129.136,107.406,196.063,0,normal,1,1
2022-06-01 20:00:00,0.0,88.412,100.0,-66.309,154.721,0.08,-0.442,99.97803281,0.991754858,50.03583445,16.69049011,0.0,19.67,17.39,26.31,0,0.179,0.0,0.148,0.007,84.511,81.689,98.861,81.301,88.412,147.581,142.956,98.713,142.264,0,normal,1,1
2022-06-01 20:15:00,0.0,84.511,100.0,-63.249,147.76,0.08,-0.422,100.0,0.993914103,49.88034421,17.19200424,0.0,19.83,17.45,27.05,1,0.739,0.0,0.131,0.727,76.846,81.893,114.36,74.373,84.511,133.187,81.893,114.229,128.88,0,normal,1,0
2022-06-01 20:30:00,0.0,76.846,100.0,-57.08,133.926,0.08,-0.381,100.0,0.994710223,49.85064902,17.27751586,0.0,20.62,16.27,26.7,1,0.0,0.458,0.003,0.0,73.792,78.084,97.857,73.634,76.846,129.136,77.626,97.854,128.86,0,normal,1,0
2022-06-01 20:45:00,0.0,73.792,100.0,-55.344,129.136,0.08,-0.369,99.94817298,0.989434424,49.8,17.32018785,0.0,20.53,16.97,26.83,1,0.0,0.164,0.0,1.0,81.689,77.891,123.691,101.202,73.792,142.956,77.727,123.691,174.724,0,normal,1,0
2022-06-01 21:00:00,0.0,81.689,100.0,-61.267,142.956,0.08,-0.408,99.91915064,1.012230831,50.0720997,15.61902403,0.0,17.98,16.01,25.27,1,0.0,0.0,0.0,0.313,81.893,76.3,124.535,112.047,81.689,81.893,76.3,124.535,160.058,0,normal,1,0
